,char_id,guild,total_timestamps,unique_days,max_level,min_month,max_month,Average_Hour,Average_Playing_density,Playing_after_6_months
10326,58870,1,6,6,14,5,10,0.16666666666666666,0.03278688524590164,1
10327,58872,0,10,3,12,1,5,0.5555555555555556,0.019672131147540985,0
10328,58875,1,881,62,70,1,10,2.368279569892473,0.20327868852459016,1
10329,58887,0,2,2,31,5,6,0.16666666666666666,0.03278688524590164,0
10330,58889,1,145,70,38,2,12,0.34523809523809523,0.20864381520119224,1
10331,58890,1,6452,281,80,1,12,3.826809015421115,0.76775956284153,1
10332,58891,1,6282,172,70,1,9,6.087209302325581,0.6265938069216758,1
10333,58895,0,5,3,17,12,12,0.2777777777777778,0.09836065573770492,0
10334,58897,0,3,1,60,12,12,0.5,0.03278688524590164,0
10335,58900,1,156,31,64,1,11,0.8387096774193549,0.09239940387481371,1
10336,58913,0,12,5,17,2,5,0.4,0.040983606557377046,0
10337,58914,1,1091,99,80,2,12,1.8367003367003367,0.29508196721311475,1
10338,58917,1,146,30,70,1,11,0.8111111111111111,0.08941877794336811,1
10339,58926,1,191,16,35,1,4,1.9895833333333333,0.13114754098360656,0
10340,58928,1,603,17,64,9,11,5.911764705882353,0.18579234972677597,0
10341,58929,0,9,2,8,8,9,0.75,0.03278688524590164,0
10342,58937,0,23,12,48,2,9,0.3194444444444444,0.04918032786885246,1
10343,58945,1,285,25,70,1,3,1.9,0.273224043715847,0
10344,58946,0,3,2,40,1,1,0.25,0.06557377049180328,0
10345,58952,0,3,1,6,1,1,0.5,0.03278688524590164,0
10346,58957,0,5,3,12,1,7,0.2777777777777778,0.01405152224824356,1
10347,58959,0,119,23,19,1,7,0.8623188405797102,0.10772833723653395,1
10348,58970,0,69,47,3,2,12,0.24468085106382978,0.14008941877794337,1
10349,58974,1,2493,74,70,1,9,5.614864864864865,0.26958105646630237,1
10350,58975,0,1,1,1,3,3,0.16666666666666666,0.03278688524590164,0
10351,58983,1,10,8,1,1,9,0.20833333333333334,0.029143897996357013,1
10352,58986,1,4707,196,75,1,12,4.002551020408164,0.5355191256830601,1
10353,58987,1,1101,82,72,1,12,2.2378048780487805,0.22404371584699453,1
10354,58989,1,32,25,8,1,12,0.21333333333333335,0.06830601092896176,1
10355,58991,0,956,59,70,2,10,2.7005649717514126,0.21493624772313297,1
10356,58992,0,3,2,46,1,2,0.25,0.03278688524590164,0
10357,59014,0,2,1,5,2,2,0.3333333333333333,0.03278688524590164,0
10358,59020,1,5528,275,80,1,12,3.35030303030303,0.7513661202185792,1
10359,59021,0,1,1,16,1,1,0.16666666666666666,0.03278688524590164,0
10360,59028,0,2,2,5,6,7,0.16666666666666666,0.03278688524590164,0
10361,59029,1,2454,116,70,1,9,3.5258620689655173,0.4225865209471767,1
10362,59036,1,3153,158,70,1,12,3.3259493670886076,0.43169398907103823,1
10363,59052,0,70,30,5,1,3,0.3888888888888889,0.32786885245901637,0
10364,59054,0,1,1,49,12,12,0.16666666666666666,0.03278688524590164,0
10365,59055,0,2,1,10,10,10,0.3333333333333333,0.03278688524590164,0
10366,59065,0,7,7,10,1,4,0.16666666666666666,0.05737704918032787,0
10367,59066,1,1342,150,78,1,12,1.491111111111111,0.4098360655737705,1
10368,59069,0,4,4,2,8,9,0.16666666666666666,0.06557377049180328,0
10369,59070,1,92,14,25,1,3,1.0952380952380953,0.15300546448087432,0
10370,59071,0,3,2,16,3,4,0.25,0.03278688524590164,0
10371,59074,1,2122,206,70,1,12,1.7168284789644013,0.5628415300546448,1
10372,59076,1,5042,186,70,1,12,4.517921146953405,0.5081967213114754,1
10373,59078,0,3,2,22,4,7,0.25,0.01639344262295082,0
10374,59079,1,946,100,70,1,12,1.5766666666666667,0.273224043715847,1
10375,59085,1,9,5,19,1,4,0.3,0.040983606557377046,0
10376,59088,0,2,2,1,4,11,0.16666666666666666,0.00819672131147541,1
10377,59092,0,7,2,13,1,1,0.5833333333333334,0.06557377049180328,0
10378,59100,1,41,5,32,1,8,1.3666666666666667,0.020491803278688523,1
10379,59107,0,29,3,15,1,6,1.6111111111111112,0.01639344262295082,1
10380,59109,1,695,70,63,1,11,1.6547619047619047,0.20864381520119224,1
10381,59111,1,52,31,11,1,10,0.27956989247311825,0.10163934426229508,1
10382,59116,0,1,1,8,5,5,0.16666666666666666,0.03278688524590164,0
10383,59124,0,1,1,5,7,7,0.16666666666666666,0.03278688524590164,0
10384,59130,1,4067,181,70,1,9,3.7449355432780846,0.6593806921675774,1
10385,59131,1,1,1,25,8,8,0.16666666666666666,0.03278688524590164,0
10386,59132,0,21,21,1,1,12,0.16666666666666666,0.05737704918032787,1
10387,59134,1,725,21,70,1,2,5.753968253968254,0.3442622950819672,0
10388,59138,0,49,6,20,1,8,1.3611111111111112,0.02459016393442623,1
10389,59139,1,3588,226,70,1,12,2.646017699115044,0.6174863387978142,1
10390,59140,0,5,3,10,1,7,0.2777777777777778,0.01405152224824356,1
10391,59143,0,3,3,25,1,8,0.16666666666666666,0.012295081967213115,1
10392,59144,0,14,3,10,1,2,0.7777777777777778,0.04918032786885246,0
10393,59146,0,5,2,6,1,3,0.4166666666666667,0.02185792349726776,0
10394,59148,1,226,30,41,1,4,1.2555555555555555,0.2459016393442623,0
10395,59149,1,344,48,47,1,8,1.1944444444444444,0.19672131147540983,1
10396,59150,0,2,1,12,2,2,0.3333333333333333,0.03278688524590164,0
10397,59151,0,522,42,47,1,12,2.0714285714285716,0.11475409836065574,1
10398,59153,1,1748,112,80,2,12,2.6011904761904763,0.33383010432190763,1
10399,59154,1,2060,80,70,3,12,4.291666666666667,0.26229508196721313,1
10400,59162,1,2376,103,67,1,4,3.8446601941747574,0.8442622950819673,0
10401,59166,1,100,14,27,1,9,1.1904761904761905,0.051001821493624776,1
10402,59174,0,2,1,8,1,1,0.3333333333333333,0.03278688524590164,0
10403,59175,0,102,19,24,1,8,0.8947368421052632,0.0778688524590164,1
10404,59176,1,1445,48,70,1,2,5.017361111111111,0.7868852459016393,0
10405,59180,0,1,1,7,1,1,0.16666666666666666,0.03278688524590164,0
10406,59183,1,17,2,11,3,4,1.4166666666666667,0.03278688524590164,0
10407,59186,1,1066,75,53,1,12,2.368888888888889,0.20491803278688525,1
10408,59187,1,1308,80,70,1,11,2.725,0.23845007451564829,1
10409,59194,1,1145,112,70,1,11,1.7038690476190477,0.33383010432190763,1
10410,59195,1,1978,173,80,1,12,1.905587668593449,0.4726775956284153,1
10411,59202,1,1034,90,70,1,12,1.9148148148148147,0.2459016393442623,1
10412,59203,1,16,5,10,1,3,0.5333333333333333,0.0546448087431694,0
10413,59207,0,13,8,11,1,5,0.2708333333333333,0.05245901639344262,0
10414,59210,0,1,1,13,11,11,0.16666666666666666,0.03278688524590164,0
10415,59213,1,263,45,34,2,12,0.9740740740740741,0.13412816691505217,1
10416,59214,0,36,32,1,1,12,0.1875,0.08743169398907104,1
10417,59221,0,37,4,16,5,6,1.5416666666666667,0.06557377049180328,0
10418,59223,1,2029,72,70,1,12,4.6967592592592595,0.19672131147540983,1
10419,59228,0,1,1,5,4,4,0.16666666666666666,0.03278688524590164,0
10420,59230,1,19,3,22,3,3,1.0555555555555556,0.09836065573770492,0
10421,59239,1,1574,96,67,1,12,2.732638888888889,0.26229508196721313,1
10422,59241,1,906,65,62,1,12,2.3230769230769233,0.17759562841530055,1
10423,59250,0,20,9,16,1,7,0.37037037037037035,0.04215456674473068,1
10424,59265,0,3,3,16,1,4,0.16666666666666666,0.02459016393442623,0
10425,59275,0,2,2,7,9,9,0.16666666666666666,0.06557377049180328,0
10426,59284,1,150,64,2,1,10,0.390625,0.2098360655737705,1
10427,59289,0,16,5,20,7,8,0.5333333333333333,0.08196721311475409,0
10428,59296,0,39,13,60,1,12,0.5,0.03551912568306011,1
10429,59297,0,4,1,10,1,1,0.6666666666666666,0.03278688524590164,0
10430,59302,0,15,5,10,5,12,0.5,0.020491803278688523,1
10431,59304,1,129,20,70,2,12,1.075,0.05961251862891207,1
10432,59310,1,789,90,52,3,12,1.461111111111111,0.29508196721311475,1
10433,59316,0,2,1,7,3,3,0.3333333333333333,0.03278688524590164,0
10434,59326,0,18,10,25,1,11,0.3,0.029806259314456036,1
10435,59328,1,328,78,44,6,12,0.7008547008547008,0.36533957845433257,1
10436,59334,1,6546,216,80,1,12,5.050925925925926,0.5901639344262295,1
10437,59345,1,6352,223,70,1,12,4.747384155455904,0.6092896174863388,1
10438,59347,1,45,10,21,1,2,0.75,0.16393442622950818,0
10439,59354,1,3871,208,70,1,11,3.1017628205128207,0.6199701937406855,1
10440,59358,1,153,5,70,1,1,5.1,0.16393442622950818,0
10441,59364,0,7,2,12,5,8,0.5833333333333334,0.01639344262295082,0
10442,59365,1,78,3,28,2,2,4.333333333333333,0.09836065573770492,0
10443,59381,1,1103,76,68,6,12,2.418859649122807,0.3559718969555035,1
10444,59383,0,1,1,14,6,6,0.16666666666666666,0.03278688524590164,0
10445,59384,0,3,3,1,1,10,0.16666666666666666,0.009836065573770493,1
10446,59385,1,30,5,24,1,12,1.0,0.01366120218579235,1
10447,59386,1,10514,254,80,1,12,6.898950131233596,0.6939890710382514,1
10448,59387,0,1,1,5,1,1,0.16666666666666666,0.03278688524590164,0
10449,59395,0,22,8,41,9,12,0.4583333333333333,0.06557377049180328,0
10450,59398,0,10,5,5,3,10,0.3333333333333333,0.020491803278688523,1
10451,59401,1,262,39,27,1,11,1.1196581196581197,0.11624441132637854,1
10452,59402,0,97,7,22,2,10,2.3095238095238093,0.025500910746812388,1
10453,59405,0,1,1,1,12,12,0.16666666666666666,0.03278688524590164,0
10454,59407,0,1,1,12,2,2,0.16666666666666666,0.03278688524590164,0
10455,59409,0,2,2,1,11,11,0.16666666666666666,0.06557377049180328,0
10456,59411,0,5,1,4,7,7,0.8333333333333334,0.03278688524590164,0
10457,59413,0,544,39,64,1,5,2.324786324786325,0.25573770491803277,0
10458,59418,1,185,21,64,1,10,1.4682539682539681,0.06885245901639345,1
10459,59425,1,52,30,1,1,8,0.28888888888888886,0.12295081967213115,1
10460,59427,1,975,86,64,1,12,1.8895348837209303,0.23497267759562843,1
10461,59430,1,1277,41,70,1,3,5.191056910569106,0.44808743169398907,0
10462,59434,0,9,9,1,1,5,0.16666666666666666,0.05901639344262295,0
10463,59436,1,7927,306,80,1,12,4.317538126361656,0.8360655737704918,1
10464,59437,1,5785,244,72,1,12,3.9515027322404372,0.6666666666666666,1
10465,59440,1,6,3,26,1,7,0.3333333333333333,0.01405152224824356,1
10466,59441,0,3,1,1,2,2,0.5,0.03278688524590164,0
10467,59445,1,197,32,70,1,12,1.0260416666666667,0.08743169398907104,1
10468,59446,1,252,9,64,1,2,4.666666666666667,0.14754098360655737,0
10469,59453,1,16,13,7,3,12,0.20512820512820512,0.04262295081967213,1
10470,59454,0,3,1,8,3,3,0.5,0.03278688524590164,0
10471,59463,1,1,1,20,2,2,0.16666666666666666,0.03278688524590164,0
10472,59467,1,6651,233,70,1,10,4.757510729613734,0.7639344262295082,1
10473,59471,1,6508,246,70,1,12,4.409214092140921,0.6721311475409836,1
10474,59477,0,23,2,25,1,1,1.9166666666666667,0.06557377049180328,0
10475,59478,0,2,2,3,9,12,0.16666666666666666,0.01639344262295082,0
10476,59479,0,7,4,17,1,8,0.2916666666666667,0.01639344262295082,1
10477,59480,1,671,73,71,1,12,1.5319634703196348,0.1994535519125683,1
10478,59481,1,6,1,48,4,4,1.0,0.03278688524590164,0
10479,59484,1,4,4,28,1,2,0.16666666666666666,0.06557377049180328,0
10480,59485,1,9,5,1,1,8,0.3,0.020491803278688523,1
10481,59487,1,46,3,25,1,1,2.5555555555555554,0.09836065573770492,0
10482,59489,1,13979,343,80,1,12,6.792517006802721,0.9371584699453552,1
10483,59495,1,36,13,21,1,7,0.46153846153846156,0.06088992974238876,1
10484,59501,1,1,1,14,4,4,0.16666666666666666,0.03278688524590164,0
10485,59504,0,9,9,2,2,12,0.16666666666666666,0.026825633383010434,1
10486,59505,0,13,4,7,1,11,0.5416666666666666,0.011922503725782414,1
10487,59507,1,452,29,66,1,4,2.5977011494252875,0.23770491803278687,0
10488,59509,0,3,2,5,5,5,0.25,0.06557377049180328,0
10489,59510,1,1254,70,60,3,11,2.9857142857142858,0.2550091074681239,1
10490,59513,1,119,15,63,1,11,1.3222222222222222,0.044709388971684055,1
10491,59520,0,2,2,1,10,10,0.16666666666666666,0.06557377049180328,0
10492,59521,1,3,2,36,2,2,0.25,0.06557377049180328,0
10493,59522,0,37,31,1,1,11,0.1989247311827957,0.09239940387481371,1
10494,59525,1,632,41,53,2,4,2.569105691056911,0.44808743169398907,0
10495,59526,1,5,5,23,2,12,0.16666666666666666,0.014903129657228018,1
10496,59528,0,12,10,8,2,12,0.2,0.029806259314456036,1
10497,59539,1,311,35,70,2,12,1.480952380952381,0.10432190760059612,1
10498,59541,0,13,3,11,2,3,0.7222222222222222,0.04918032786885246,0
10499,59545,1,133,37,19,2,12,0.5990990990990991,0.11028315946348734,1
10500,59546,0,3,1,11,1,1,0.5,0.03278688524590164,0
10501,59548,1,7899,215,70,1,10,6.123255813953488,0.7049180327868853,1
10502,59549,0,21,2,22,3,6,1.75,0.01639344262295082,0
10503,59553,0,5,3,7,1,2,0.2777777777777778,0.04918032786885246,0
10504,59555,1,22,8,33,1,3,0.4583333333333333,0.08743169398907104,0
10505,59559,1,16,4,68,5,9,0.6666666666666666,0.02622950819672131,0
10506,59560,0,52,10,27,2,12,0.8666666666666667,0.029806259314456036,1
10507,59564,0,2,2,18,11,11,0.16666666666666666,0.06557377049180328,0
10508,59565,0,1,1,23,2,2,0.16666666666666666,0.03278688524590164,0
10509,59582,1,223,21,70,1,11,1.7698412698412698,0.06259314456035768,1
10510,59592,0,65,16,27,1,10,0.6770833333333334,0.05245901639344262,1
10511,59596,0,133,13,22,2,3,1.705128205128205,0.21311475409836064,0
10512,59599,1,72,20,23,2,12,0.6,0.05961251862891207,1
10513,59600,1,810,37,62,1,8,3.6486486486486487,0.15163934426229508,1
10514,59601,1,6034,194,70,1,12,5.183848797250859,0.5300546448087432,1
10515,59605,0,17,2,20,1,2,1.4166666666666667,0.03278688524590164,0
10516,59606,1,976,36,70,1,3,4.518518518518518,0.39344262295081966,0
10517,59607,1,494,22,70,1,1,3.742424242424242,0.7213114754098361,0
10518,59608,0,2,2,7,1,3,0.16666666666666666,0.02185792349726776,0
10519,59609,0,33,4,3,1,1,1.375,0.13114754098360656,0
10520,59614,1,3355,231,70,1,12,2.4206349206349205,0.6311475409836066,1
10521,59615,1,2326,98,70,1,4,3.95578231292517,0.8032786885245902,0
10522,59617,0,95,10,25,2,7,1.5833333333333333,0.0546448087431694,1
10523,59624,1,273,32,39,1,6,1.421875,0.17486338797814208,1
10524,59629,1,6048,264,76,1,12,3.8181818181818183,0.7213114754098361,1
10525,59636,0,5,1,10,1,1,0.8333333333333334,0.03278688524590164,0
10526,59637,0,1,1,8,1,1,0.16666666666666666,0.03278688524590164,0
10527,59647,1,5,1,20,1,1,0.8333333333333334,0.03278688524590164,0
10528,59648,1,57,9,27,1,11,1.0555555555555556,0.026825633383010434,1
10529,59656,1,418,40,38,5,11,1.7416666666666667,0.1873536299765808,1
10530,59667,0,2,2,1,11,12,0.16666666666666666,0.03278688524590164,0
10531,59675,1,37,26,9,1,7,0.23717948717948717,0.12177985948477751,1
10532,59680,0,2,2,12,11,11,0.16666666666666666,0.06557377049180328,0
10533,59691,1,220,17,72,11,12,2.156862745098039,0.2786885245901639,0
10534,59693,1,916,36,65,9,10,4.2407407407407405,0.5901639344262295,0
10535,59695,0,1,1,2,6,6,0.16666666666666666,0.03278688524590164,0
10536,59707,0,1,1,8,1,1,0.16666666666666666,0.03278688524590164,0
10537,59709,0,13,6,26,4,12,0.3611111111111111,0.02185792349726776,1
10538,59713,0,2,2,1,12,12,0.16666666666666666,0.06557377049180328,0
10539,59718,0,354,48,75,1,12,1.2291666666666667,0.13114754098360656,1
10540,59723,1,5,5,64,9,11,0.16666666666666666,0.0546448087431694,0
10541,59724,1,5,3,56,1,3,0.2777777777777778,0.03278688524590164,0
10542,59727,1,5148,241,76,1,12,3.5601659751037342,0.6584699453551912,1
10543,59732,1,108,12,28,1,7,1.5,0.05620608899297424,1
10544,59736,1,1296,98,70,1,11,2.204081632653061,0.29210134128166915,1
10545,59739,1,94,9,23,2,11,1.7407407407407407,0.029508196721311476,1
10546,59745,1,72,10,29,3,12,1.2,0.03278688524590164,1
10547,59749,1,68,14,70,1,8,0.8095238095238095,0.05737704918032787,1
10548,59750,0,1,1,33,4,4,0.16666666666666666,0.03278688524590164,0
10549,59755,1,33,12,21,1,8,0.4583333333333333,0.04918032786885246,1
10550,59756,1,1605,78,74,1,12,3.4294871794871793,0.21311475409836064,1
10551,59759,1,1637,42,80,1,12,6.496031746031746,0.11475409836065574,1
10552,59761,1,408,34,70,1,11,2.0,0.10134128166915052,1
10553,59762,1,318,30,70,1,6,1.7666666666666666,0.16393442622950818,1
10554,59765,1,1147,44,80,1,12,4.34469696969697,0.12021857923497267,1
10555,59766,1,70,13,70,2,12,0.8974358974358975,0.038748137108792845,1
10556,59772,1,1431,92,80,1,12,2.592391304347826,0.25136612021857924,1
10557,59776,0,819,94,70,1,12,1.452127659574468,0.2568306010928962,1
10558,59777,1,14,6,1,1,8,0.3888888888888889,0.02459016393442623,1
10559,59778,1,2505,179,80,1,12,2.3324022346368714,0.4890710382513661,1
10560,59783,1,427,29,44,1,8,2.454022988505747,0.11885245901639344,1
10561,59784,1,416,27,44,1,8,2.567901234567901,0.11065573770491803,1
10562,59787,1,18,3,14,1,7,1.0,0.01405152224824356,1
10563,59790,0,8,3,10,4,4,0.4444444444444444,0.09836065573770492,0
10564,59791,1,1020,64,70,1,9,2.65625,0.2331511839708561,1
10565,59798,1,238,25,70,1,11,1.5866666666666667,0.07451564828614009,1
10566,59801,1,861,38,64,8,11,3.776315789473684,0.3114754098360656,0
10567,59803,1,3340,131,70,1,7,4.249363867684479,0.6135831381733021,1
10568,59809,1,50,8,20,1,9,1.0416666666666667,0.029143897996357013,1
10569,59811,0,4,2,1,2,5,0.3333333333333333,0.01639344262295082,0
10570,59812,0,1,1,16,11,11,0.16666666666666666,0.03278688524590164,0
10571,59813,0,3,1,9,6,6,0.5,0.03278688524590164,0
10572,59815,1,719,23,53,9,12,5.2101449275362315,0.1885245901639344,0
10573,59817,0,88,44,4,1,11,0.3333333333333333,0.13114754098360656,1
10574,59822,1,1294,52,70,1,4,4.147435897435898,0.4262295081967213,0
10575,59825,1,112,16,50,1,1,1.1666666666666667,0.5245901639344263,0
10576,59826,1,2245,83,70,1,4,4.508032128514056,0.680327868852459,0
10577,59828,0,16,5,70,4,10,0.5333333333333333,0.0234192037470726,1
10578,59831,1,271,27,61,1,12,1.6728395061728396,0.07377049180327869,1
10579,59844,0,2,1,43,8,8,0.3333333333333333,0.03278688524590164,0
10580,59849,0,1647,112,70,1,12,2.450892857142857,0.30601092896174864,1
10581,59850,0,19,7,11,2,12,0.4523809523809524,0.020864381520119227,1
10582,59853,0,114,6,22,1,4,3.1666666666666665,0.04918032786885246,0
10583,59862,1,48,6,34,1,3,1.3333333333333333,0.06557377049180328,0
10584,59872,1,225,49,70,1,11,0.7653061224489796,0.14605067064083457,1
10585,59873,1,5186,204,80,1,12,4.2369281045751634,0.5573770491803278,1
10586,59874,1,42,14,20,1,7,0.5,0.06557377049180328,1
10587,59876,0,9,5,1,3,7,0.3,0.03278688524590164,0
10588,59881,0,7,1,6,4,4,1.1666666666666667,0.03278688524590164,0
10589,59885,0,489,133,11,2,12,0.6127819548872181,0.39642324888226527,1
10590,59889,0,203,18,24,3,11,1.8796296296296295,0.06557377049180328,1
10591,59898,0,12,5,1,6,7,0.4,0.08196721311475409,0
10592,59900,0,27,7,12,1,3,0.6428571428571429,0.07650273224043716,0
10593,59904,0,1,1,1,11,11,0.16666666666666666,0.03278688524590164,0
10594,59905,1,98,14,43,2,8,1.1666666666666667,0.06557377049180328,1
10595,59911,0,10,3,41,8,8,0.5555555555555556,0.09836065573770492,0
10596,59919,1,1090,37,70,1,12,4.90990990990991,0.10109289617486339,1
10597,59922,0,7,1,5,2,2,1.1666666666666667,0.03278688524590164,0
10598,59930,0,2,2,2,10,11,0.16666666666666666,0.03278688524590164,0
10599,59934,1,1404,77,65,1,12,3.038961038961039,0.2103825136612022,1
10600,59935,0,1,1,15,6,6,0.16666666666666666,0.03278688524590164,0
10601,59940,1,25,3,24,1,1,1.3888888888888888,0.09836065573770492,0
10602,59945,1,1325,80,70,1,11,2.7604166666666665,0.23845007451564829,1
10603,59949,1,136,15,28,1,9,1.511111111111111,0.0546448087431694,1
10604,59952,1,3998,165,80,1,12,4.038383838383838,0.45081967213114754,1
10605,59962,1,1983,187,70,1,12,1.767379679144385,0.5109289617486339,1
10606,59975,1,286,24,33,1,4,1.9861111111111112,0.19672131147540983,0
10607,59978,0,6,4,4,2,4,0.25,0.04371584699453552,0
10608,59989,0,2,1,5,2,2,0.3333333333333333,0.03278688524590164,0
10609,59990,1,157,21,22,3,12,1.246031746031746,0.06885245901639345,1
10610,59992,1,1,1,16,1,1,0.16666666666666666,0.03278688524590164,0
10611,59993,0,58,4,15,7,7,2.4166666666666665,0.13114754098360656,0
10612,59998,0,29,4,9,3,3,1.2083333333333333,0.13114754098360656,0
10613,60000,0,4,2,2,11,11,0.3333333333333333,0.06557377049180328,0
10614,60015,1,6,1,22,1,1,1.0,0.03278688524590164,0
10615,60019,1,374,60,42,1,12,1.038888888888889,0.16393442622950818,1
10616,60020,1,225,29,32,1,12,1.293103448275862,0.07923497267759563,1
10617,60028,0,3,1,15,2,2,0.5,0.03278688524590164,0
10618,60035,0,2,2,10,7,8,0.16666666666666666,0.03278688524590164,0
10619,60040,0,62,35,1,1,12,0.29523809523809524,0.09562841530054644,1
10620,60041,0,164,18,39,1,11,1.5185185185185186,0.05365126676602087,1
10621,60044,0,6,2,60,9,11,0.5,0.02185792349726776,0
10622,60045,0,30,22,14,1,10,0.22727272727272727,0.07213114754098361,1
10623,60054,0,8,4,14,1,2,0.3333333333333333,0.06557377049180328,0
10624,60055,1,1867,113,70,2,12,2.753687315634218,0.33681073025335323,1
10625,60068,1,13,7,8,1,9,0.30952380952380953,0.025500910746812388,1
10626,60072,0,8,7,2,1,10,0.19047619047619047,0.022950819672131147,1
10627,60080,0,5,5,13,4,7,0.16666666666666666,0.040983606557377046,0
10628,60086,1,2716,100,80,1,12,4.526666666666666,0.273224043715847,1
10629,60098,0,33,7,12,1,10,0.7857142857142857,0.022950819672131147,1
10630,60100,1,817,28,69,1,2,4.863095238095238,0.45901639344262296,0
10631,60103,1,2183,61,70,2,4,5.96448087431694,0.6666666666666666,0
10632,60108,0,26,5,13,2,3,0.8666666666666667,0.08196721311475409,0
10633,60112,1,2533,156,70,1,10,2.7061965811965814,0.5114754098360655,1
10634,60115,1,161,24,21,1,12,1.1180555555555556,0.06557377049180328,1
10635,60117,0,161,11,22,1,10,2.4393939393939394,0.036065573770491806,1
10636,60119,0,5,3,2,4,12,0.2777777777777778,0.01092896174863388,1
10637,60125,0,1,1,7,9,9,0.16666666666666666,0.03278688524590164,0
10638,60126,1,1555,62,65,8,12,4.18010752688172,0.4065573770491803,0
10639,60139,1,56,20,4,1,12,0.4666666666666667,0.0546448087431694,1
10640,60148,0,14,5,31,1,3,0.4666666666666667,0.0546448087431694,0
10641,60151,1,22,5,23,1,3,0.7333333333333333,0.0546448087431694,0
10642,60164,0,17,2,6,5,5,1.4166666666666667,0.06557377049180328,0
10643,60168,1,6376,208,70,1,10,5.108974358974359,0.6819672131147541,1
10644,60169,0,21,1,6,1,1,3.5,0.03278688524590164,0
10645,60172,0,1,1,55,12,12,0.16666666666666666,0.03278688524590164,0
10646,60177,1,448,32,55,1,4,2.3333333333333335,0.26229508196721313,0
10647,60179,1,3327,175,70,1,9,3.1685714285714286,0.6375227686703097,1
10648,60181,1,38,5,17,1,5,1.2666666666666666,0.03278688524590164,0
10649,60182,1,2025,53,70,9,12,6.367924528301887,0.4344262295081967,0
10650,60184,1,1272,80,70,1,12,2.65,0.2185792349726776,1
10651,60186,0,2,1,3,1,1,0.3333333333333333,0.03278688524590164,0
10652,60188,1,225,12,23,2,7,3.125,0.06557377049180328,1
10653,60191,1,55,14,23,1,11,0.6547619047619048,0.041728763040238454,1
10654,60192,1,7,7,1,3,8,0.16666666666666666,0.03825136612021858,1
10655,60196,0,4,2,15,2,2,0.3333333333333333,0.06557377049180328,0
10656,60201,0,1,1,6,2,2,0.16666666666666666,0.03278688524590164,0
10657,60204,1,4,4,15,2,2,0.16666666666666666,0.13114754098360656,0
10658,60206,1,702,38,70,1,2,3.0789473684210527,0.6229508196721312,0
10659,60207,0,2,2,10,6,8,0.16666666666666666,0.02185792349726776,0
10660,60210,1,4,3,25,1,4,0.2222222222222222,0.02459016393442623,0
10661,60212,0,26,13,12,1,8,0.3333333333333333,0.05327868852459016,1
10662,60214,0,2,1,6,2,2,0.3333333333333333,0.03278688524590164,0
10663,60215,0,3,1,7,7,7,0.5,0.03278688524590164,0
10664,60216,1,1344,109,70,1,12,2.055045871559633,0.2978142076502732,1
10665,60217,1,90,11,28,1,7,1.3636363636363635,0.05152224824355972,1
10666,60218,0,1,1,1,4,4,0.16666666666666666,0.03278688524590164,0
10667,60219,1,1051,119,63,1,12,1.4719887955182074,0.3251366120218579,1
10668,60220,1,4909,119,70,3,10,6.875350140056023,0.48770491803278687,1
10669,60223,0,2,1,5,1,1,0.3333333333333333,0.03278688524590164,0
10670,60224,1,5,2,29,1,7,0.4166666666666667,0.00936768149882904,1
10671,60225,1,2406,190,80,1,12,2.110526315789474,0.5191256830601093,1
10672,60227,0,553,83,46,1,12,1.1104417670682731,0.226775956284153,1
10673,60228,0,3,1,2,10,10,0.5,0.03278688524590164,0
10674,60236,1,2113,97,70,1,11,3.6305841924398625,0.28912071535022354,1
10675,60237,0,1139,31,70,5,9,6.123655913978495,0.20327868852459016,0
10676,60238,1,13,8,15,1,8,0.2708333333333333,0.03278688524590164,1
10677,60239,0,2,1,3,3,3,0.3333333333333333,0.03278688524590164,0
10678,60243,1,2724,259,72,1,12,1.752895752895753,0.7076502732240437,1
10679,60244,0,33,3,15,1,2,1.8333333333333333,0.04918032786885246,0
10680,60245,1,3607,167,70,1,12,3.599800399201597,0.4562841530054645,1
10681,60246,1,6,4,70,1,10,0.25,0.013114754098360656,1
10682,60247,1,76,11,17,3,10,1.1515151515151516,0.045081967213114756,1
10683,60248,1,197,24,66,1,12,1.3680555555555556,0.06557377049180328,1
10684,60249,1,1073,78,70,1,7,2.2927350427350426,0.36533957845433257,1
10685,60250,1,3683,154,70,1,12,3.985930735930736,0.4207650273224044,1
10686,60252,1,3700,197,73,1,12,3.1302876480541455,0.5382513661202186,1
10687,60256,1,63,9,22,1,3,1.1666666666666667,0.09836065573770492,0
10688,60259,1,60,20,23,1,3,0.5,0.2185792349726776,0
10689,60267,0,2,2,6,1,1,0.16666666666666666,0.06557377049180328,0
10690,60268,1,1673,97,76,8,12,2.874570446735395,0.6360655737704918,0
10691,60269,1,133,25,25,2,7,0.8866666666666667,0.1366120218579235,1
10692,60271,0,1,1,32,1,1,0.16666666666666666,0.03278688524590164,0
10693,60272,0,26,5,12,1,12,0.8666666666666667,0.01366120218579235,1
10694,60283,1,1224,107,70,1,12,1.9065420560747663,0.2923497267759563,1
10695,60286,0,260,19,25,4,7,2.280701754385965,0.1557377049180328,0
10696,60288,0,2,1,1,3,3,0.3333333333333333,0.03278688524590164,0
10697,60291,1,1720,97,70,1,10,2.9553264604811,0.3180327868852459,1
10698,60293,1,160,18,64,1,6,1.4814814814814814,0.09836065573770492,1
